POI Type,ID,Name,X,Y,Z,Reference System,Notes
planetaryNebula,CGN II-236,Baukoa QE-Q e5-2321,2511.75,691.469,29400.8,Baukoa QE-Q e5-2321,
planetaryNebula,CGN II-237,Baukoa RO-R e4-2236,2690.69,340.094,29272.3,Baukoa RO-R e4-2236,
planetaryNebula,CGN II-238,Baukoa SY-S e3-1218,2912.16,62.875,29044,Baukoa SY-S e3-1218,
planetaryNebula,CGN II-239,Baukoa TS-U e2-1830,3640.97,19.3125,28926,Baukoa TS-U e2-1830,
planetaryNebula,CGN II-240,Baukoa TY-R e4-9862,3654.19,708.75,29277,Baukoa TY-R e4-9862,
planetaryNebula,CGN II-241,Baukoa UT-R e4-6433,3562,492.25,29213.5,Baukoa UT-R e4-6433,
planetaryNebula,CGN II-242,Baukoa VE-Q e5-2946,3312.12,697.594,29419,Baukoa VE-Q e5-2946,
planetaryNebula,CGN II-243,Baukoa VE-Q e5-5769,3367,722.812,29425.6,Baukoa VE-Q e5-5769,
planetaryNebula,CGN II-244,Baukoa WO-R e4-1540,3591.56,318.781,29266.7,Baukoa WO-R e4-1540,
planetaryNebula,CGN II-245,Baukoa YK-X e1-1573,2617.56,907.969,28722.3,Baukoa YK-X e1-1573,
planetaryNebula,CGN II-246,Baukoa YU-P e5-1741,3223.91,387.719,29377,Baukoa YU-P e5-1741,
planetaryNebula,CGN II-247,Baukoa ZP-X e1-4334,2994.81,1059.59,28814.6,Baukoa ZP-X e1-4334,
planetaryNebula,CGN II-248,Baulaa LG-Y e1,13923.8,-16.875,28557.5,Baulaa LG-Y e1,
planetaryNebula,CGN II-249,Baulae VO-R e4-0,17413.9,415.969,29186.2,Baulae VO-R e4-0,
planetaryNebula,CGN II-250,Bauloe FM-V e2-113,7885.47,633.312,28911.9,Bauloe FM-V e2-113,
planetaryNebula,CGN II-251,Bauloe PX-U e2-52,8417.03,162.281,28935.5,Bauloe PX-U e2-52,
planetaryNebula,CGN II-252,Bauloe QD-T e3-354,7988.25,278.188,29078.1,Bauloe QD-T e3-354,
planetaryNebula,CGN II-253,Bauloe QY-R e4-645,8353.34,773.062,29186.1,Bauloe QY-R e4-645,
planetaryNebula,CGN II-254,Baulue YU-Y e0,21709.7,469.719,28562.9,Baulue YU-Y e0,
planetaryNebula,CGN II-255,Blaa Eaec HH-U e3-4622,-8165.31,-77.5312,15038.8,Blaa Eaec HH-U e3-4622,
planetaryNebula,CGN II-256,Blaa Eaec HH-U e3-5767,-8122.78,-146.25,14989.9,Blaa Eaec HH-U e3-5767,
planetaryNebula,CGN II-257,Blaa Eaec RI-B e4327,-8215.72,-62.7188,14431.1,Blaa Eaec RI-B e4327,
planetaryNebula,CGN II-258,Blaa Hypa LD-S e4-130,-8858,-445.625,12642.7,Blaa Hypa LD-S e4-130,
planetaryNebula,CGN II-259,Blaa Hypa OZ-O e6-248,-8939.16,-54,12991.4,Blaa Hypa OZ-O e6-248,
planetaryNebula,CGN II-260,Blaa Hypa RT-Q e5-6951,-7848.19,-154.656,12812.2,Blaa Hypa RT-Q e5-6951,
planetaryNebula,CGN II-261,Blaa Hypa SZ-O e6-464,-8331.22,-154.344,12976.6,Blaa Hypa SZ-O e6-464,
planetaryNebula,CGN II-262,Blaa Hypa VZ-O e6-566,-7803.19,-98.8125,12928,Blaa Hypa VZ-O e6-566,
planetaryNebula,CGN II-263,Blaa Hypa YA-W e2-364,-8999.31,-28,12368.4,Blaa Hypa YA-W e2-364,
planetaryNebula,CGN II-264,Blaa Hypa ZF-O e6-39,-8449.81,-673.781,12881.4,Blaa Hypa ZF-O e6-39,
planetaryNebula,CGN II-265,"Bohr's Dice",1496.12,-397.969,12226.7,Blaa Hypai DR-V e2-16,
planetaryNebula,CGN II-266,Blaa Phoe RO-Q e5-20,-5585.03,-211.844,15380.5,Blaa Phoe RO-Q e5-20,
planetaryNebula,CGN II-267,Blaa Phoe XO-Z e171,-5192.62,-138,14476,Blaa Phoe XO-Z e171,
planetaryNebula,CGN II-268,Blae Eaec AW-N e6-1375,-2476.19,-1066.91,15430.4,Blae Eaec AW-N e6-1375,
planetaryNebula,CGN II-269,Blae Eaec NT-Q e5-7621,-2027.69,-42.25,15401.8,Blae Eaec NT-Q e5-7621,
planetaryNebula,CGN II-270,Blae Eaec PY-R e4-2300,-2060.22,-598.219,15122.5,Blae Eaec PY-R e4-2300,
planetaryNebula,CGN II-271,Blae Eaec QO-Z e335,-2579.56,-49.0938,14473.1,Blae Eaec QO-Z e335,
planetaryNebula,CGN II-272,Blae Eaec UD-B e2836,-1647.16,-248.031,14436.9,Blae Eaec UD-B e2836,
planetaryNebula,CGN II-273,Blae Hypai WO-Z e6,8584,-170.438,11912,Blae Hypai WO-Z e6,
planetaryNebula,CGN II-274,Blae Phoe ND-S e4-274,475.625,-493.875,15187.4,Blae Phoe ND-S e4-274,
planetaryNebula,CGN II-275,Blae Phoe SO-Q e5-3806,897.562,-282.25,15331,Blae Phoe SO-Q e5-3806,
planetaryNebula,CGN II-276,Blae Phoe UU-O e6-3701,715.625,-291.125,15498.8,Blae Phoe UU-O e6-3701,
planetaryNebula,CGN II-277,Blaea Aip NX-U e2-3,24790.9,182.594,14811.9,Blaea Aip NX-U e2-3,
planetaryNebula,CGN II-278,Blau Aescs UD-T e3-225,-7968.59,152.844,12448.2,Blau Aescs UD-T e3-225,
planetaryNebula,CGN II-279,Blau Aescs WP-P e5-3333,-8934.88,154.094,12769.3,Blau Aescs WP-P e5-3333,
planetaryNebula,CGN II-280,Blau Aihm ER-N e6-302,1599.53,83.125,15462.5,Blau Aihm ER-N e6-302,
planetaryNebula,CGN II-281,Blau Aihm HW-N e6-1951,2354.53,225.5,15526.1,Blau Aihm HW-N e6-1951,
planetaryNebula,CGN II-282,Blau Aihm KS-T e3-2193,1615.44,659.125,14950.4,Blau Aihm KS-T e3-2193,
planetaryNebula,CGN II-283,Blau Aihm SZ-P e5-108,1342.69,523.875,15299.3,Blau Aihm SZ-P e5-108,
planetaryNebula,CGN II-284,Blau Ais LM-W e1-34,1815.66,1402.78,14679.2,Blau Ais LM-W e1-34,
planetaryNebula,CGN II-285,Blau Chrea CG-O e6-3,-5376.75,473.219,53972.6,Blau Chrea CG-O e6-3,
planetaryNebula,CGN II-286,Bleae Aescs FR-N e6-18,-3295.41,100.188,12969.7,Bleae Aescs FR-N e6-18,
planetaryNebula,CGN II-287,Bleae Aescs UY-S e3-66,-3173.38,14.7188,12425.9,Bleae Aescs UY-S e3-66,
planetaryNebula,CGN II-288,Bleae Aescs WF-O e6-22,-3833.19,510.156,12919.6,Bleae Aescs WF-O e6-22,
planetaryNebula,CGN II-289,Bleae Aescs ZE-A e204,-3599,285.906,11743.5,Bleae Aescs ZE-A e204,
planetaryNebula,CGN II-290,Bleae Thaa RY-S e3-17,-3585.31,33.0938,2139.38,Bleae Thaa RY-S e3-17,
planetaryNebula,CGN II-291,Bleethai CH-U e3-248,-6413.75,-181.812,38053.8,Bleethai CH-U e3-248,
planetaryNebula,CGN II-292,Bleethai TD-B e3254,-5656.41,-219.5,37476.2,Bleethai TD-B e3254,
planetaryNebula,CGN II-293,Bleethoae SU-O e6-245,-2298.34,-298.719,38515.2,Bleethoae SU-O e6-245,
planetaryNebula,CGN II-294,Bleethuae JN-S e4-175,499.969,-79.5625,38239.6,Bleethuae JN-S e4-175,
planetaryNebula,CGN II-295,Bleia Flyuae DH-U e3-26,-3676.53,-181.656,43236.1,Bleia Flyuae DH-U e3-26,
planetaryNebula,CGN II-296,Shadow Nebula,-2901.34,-162.344,42936.8,Bleia Flyuae EB-W e2-1,
planetaryNebula,CGN II-297,Bleia Phreia BQ-X e1-157,-464.562,-1495.22,14754.6,Bleia Phreia BQ-X e1-157,
planetaryNebula,CGN II-298,Blie Airg EA-A e169,-10842.3,130.875,14374.9,Blie Airg EA-A e169,
planetaryNebula,CGN II-299,Blie Airg YP-O e6-42,-10597.5,828,15427.4,Blie Airg YP-O e6-42,
planetaryNebula,CGN II-300,Blie Phlue LX-U e2-14,-21646.4,171.406,12289.9,Blie Phlue LX-U e2-14,
planetaryNebula,CGN II-301,Blo Aescs EM-V e2-119,-7587.94,705.562,12283,Blo Aescs EM-V e2-119,
planetaryNebula,CGN II-302,Blo Aihm UY-S e3-92,3201.88,-24.1875,15042.3,Blo Aihm UY-S e3-92,
planetaryNebula,CGN II-303,Blo Air KH-V e2-53,-7089.72,1757.03,14843.5,Blo Air KH-V e2-53,
planetaryNebula,CGN II-304,Blo Chroa UE-R e4-18,5165.38,65.75,53585.9,Blo Chroa UE-R e4-18,
planetaryNebula,CGN II-305,Blo Chroa ZE-R e4-6,5966.34,78.4688,53517.5,Blo Chroa ZE-R e4-6,
planetaryNebula,CGN II-306,"Vulcan's Soul",-25023.6,-389.75,14380.4,Bloo Eaeb UY-A e8,
planetaryNebula,CGN II-307,Blooe Dryou WU-X e1-1,24626.9,-145.938,4446.69,Blooe Dryou WU-X e1-1,
planetaryNebula,CGN II-308,Cocytus nebula,-18593.8,-206.75,4390.62,Blooe Dryue AQ-X e1-11,
planetaryNebula,CGN II-309,Bloomee HN-S e4-3591,-3675.5,-1452.91,25404.6,Bloomee HN-S e4-3591,
planetaryNebula,CGN II-310,Bloomoa ON-T e3-220,-7063.16,-2076.16,25235.4,Bloomoa ON-T e3-220,
planetaryNebula,CGN II-311,Blu Ain KC-U e3-1271,953.781,941.875,15053.2,Blu Ain KC-U e3-1271,
planetaryNebula,CGN II-312,Blu Ain LX-T e3-2671,832.656,934.469,15027.5,Blu Ain LX-T e3-2671,
planetaryNebula,CGN II-313,Blu Ain NM-W e1-585,877.188,52.9062,14755.8,Blu Ain NM-W e1-585,
planetaryNebula,CGN II-314,Blu Ain TI-T e3-232,1068.72,296.281,14978,Blu Ain TI-T e3-232,
planetaryNebula,CGN II-315,Blu Ain ZE-R e4-840,779.219,28.2812,15222.8,Blu Ain ZE-R e4-840,
planetaryNebula,CGN II-316,Blua Eaec RT-Q e5-344,-6531.19,-145.219,15307.1,Blua Eaec RT-Q e5-344,
planetaryNebula,CGN II-317,Blua Eaec TO-Q e5-6089,-6590.34,-239.969,15367.1,Blua Eaec TO-Q e5-6089,
planetaryNebula,CGN II-318,Blua Hypa QU-O e6-3848,-7675.09,-298.062,12998.6,Blua Hypa QU-O e6-3848,
planetaryNebula,CGN II-319,Blua Hypa QU-O e6-659,-7666.81,-316.562,12926.9,Blua Hypa QU-O e6-659,
planetaryNebula,CGN II-320,Blua Hypa TU-O e6-63,-7206.19,-296.875,12971.2,Blua Hypa TU-O e6-63,
planetaryNebula,CGN II-321,Blua Hypa XJ-Z e127,-6885.09,-214.5,11944.9,Blua Hypa XJ-Z e127,
planetaryNebula,CGN II-322,Blua Hypoea UD-B e0,-6762.09,-1598.22,11749.5,Blua Hypoea UD-B e0,
planetaryNebula,CGN II-323,Blua Hypue HR-V e2-35,-4346.81,-393.188,12219.4,Blua Hypue HR-V e2-35,
planetaryNebula,CGN II-324,Blue Ink in Pink,-9525.75,-153.156,14825.7,Blue Eaewsy CB-W e2-631,
planetaryNebula,CGN II-325,Arcadian Lights,-9488.72,-44.4375,14854.7,Blue Eaewsy DB-W e2-565,
planetaryNebula,CGN II-326,Blue Eaewsy RN-T e3-170,-9068.09,-788.656,14993.6,Blue Eaewsy RN-T e3-170,
planetaryNebula,CGN II-327,Blue Eaewsy TO-Q e5-376,-9081.34,-246.5,15346,Blue Eaewsy TO-Q e5-376,
planetaryNebula,CGN II-328,Blue Eaewsy VJ-Q e5-4335,-9066.84,-476.906,15262,Blue Eaewsy VJ-Q e5-4335,
planetaryNebula,CGN II-329,Blue Eaewsy XY-A e1057,-9163.69,-362,14398.5,Blue Eaewsy XY-A e1057,
planetaryNebula,CGN II-330,Boeft BV-X e1-797,1160.19,-77.5938,16008.8,Boeft BV-X e1-797,
planetaryNebula,CGN II-331,Boeft HW-V e2-309,1190.78,-322.188,16211.6,Boeft HW-V e2-309,
planetaryNebula,CGN II-332,Boeft JR-W e1-77,472.906,-1063.91,16028.4,Boeft JR-W e1-77,
planetaryNebula,CGN II-333,Boeft PI-B e7392,502.781,-64.6875,15674.5,Boeft PI-B e7392,
planetaryNebula,CGN II-334,Boeft SJ-Q e5-291,649.406,-383,16536.8,Boeft SJ-Q e5-291,
planetaryNebula,CGN II-335,Boeft VO-Z e626,778.125,-147.531,15869.2,Boeft VO-Z e626,
planetaryNebula,CGN II-336,Boeft YP-O e6-4942,953.125,-446.469,16849.5,Boeft YP-O e6-4942,
planetaryNebula,CGN II-337,Boekh BQ-X e1-39,-10673.1,-278.125,15897.2,Boekh BQ-X e1-39,
planetaryNebula,CGN II-338,Boekh HN-S e4-248,-11400.1,-93.3125,16408.9,Boekh HN-S e4-248,
planetaryNebula,CGN II-339,Boekh KN-S e4-7970,-10941,-51.25,16525.2,Boekh KN-S e4-7970,
planetaryNebula,CGN II-340,Boekh RI-B e652,-10666.6,-179.656,15720.1,Boekh RI-B e652,
planetaryNebula,CGN II-341,Boekh WU-X e1-94,-11259.5,-168.625,15994.7,Boekh WU-X e1-94,
planetaryNebula,CGN II-342,Boekh YA-W e2-490,-11465.7,-43,16079.1,Boekh YA-W e2-490,
planetaryNebula,CGN II-343,Boekh YJ-Z e217,-10560.9,-254.938,15805.1,Boekh YJ-Z e217,
planetaryNebula,CGN II-344,Boelts JS-T e3-1524,-7570.25,-529.312,16316.4,Boelts JS-T e3-1524,
planetaryNebula,CGN II-345,Boelts KD-S e4-1629,-7700.34,-406.125,16398,Boelts KD-S e4-1629,
planetaryNebula,CGN II-346,Boelts TI-B e835,-6548.84,-168.312,15683.9,Boelts TI-B e835,
planetaryNebula,CGN II-347,Boeph AQ-Y e74,-8940.44,-939.875,15775.8,Boeph AQ-Y e74,
planetaryNebula,CGN II-348,Boeph DL-X e1-259,-8183.03,-454.688,15942.5,Boeph DL-X e1-259,
planetaryNebula,CGN II-349,Godefroy Nebula,-8952.78,-153.438,15665.7,Boeph MI-B e737,
planetaryNebula,CGN II-350,Boeph RO-Z e661,-8762.75,-120.625,15783.9,Boeph RO-Z e661,
planetaryNebula,CGN II-351,Boeph TD-B e43,-8098.81,-213.875,15670.7,Boeph TD-B e43,
planetaryNebula,CGN II-352,Boeph UD-B e6727,-7950.41,-315.906,15585,Boeph UD-B e6727,
planetaryNebula,CGN II-353,Boeph UJ-Z e94,-8682.38,-342.031,15764.2,Boeph UJ-Z e94,
planetaryNebula,CGN II-354,Boeph YE-Z e138,-8300.66,-350.688,15847.8,Boeph YE-Z e138,
planetaryNebula,CGN II-355,Boeph ZU-X e1-669,-8130.66,-144.625,15923.1,Boeph ZU-X e1-669,
planetaryNebula,CGN II-356,Boepp CW-V e2-516,-866.156,-295.719,16184.1,Boepp CW-V e2-516,
planetaryNebula,CGN II-357,Boepp FQ-Y e1949,-482.188,-844.188,15816,Boepp FQ-Y e1949,
planetaryNebula,CGN II-358,Boepp QI-B e6205,-632.062,-94.4062,15672.1,Boepp QI-B e6205,
planetaryNebula,CGN II-359,Boepp SO-R e4-198,-1013.5,-877.312,16377.5,Boepp SO-R e4-198,
planetaryNebula,CGN II-360,Boepp UO-Z e4541,-621.531,-27.375,15737.9,Boepp UO-Z e4541,
planetaryNebula,CGN II-361,Boepp VJ-R e4-2283,-745.875,-1091.44,16496.7,Boepp VJ-R e4-2283,
planetaryNebula,CGN II-362,Boerst LN-T e3-0,-21640.4,-799.406,16243.7,Boerst LN-T e3-0,
planetaryNebula,CGN II-363,Boerth AV-P e5-2330,-4192.53,-862.906,16541.6,Boerth AV-P e5-2330,
planetaryNebula,CGN II-364,Boerth BL-O e6-7230,-4049.28,-644.438,16823.9,Boerth BL-O e6-7230,
planetaryNebula,CGN II-365,Boerth CW-V e2-425,-4827.47,-218.094,16117.5,Boerth CW-V e2-425,
planetaryNebula,CGN II-366,Boerth IM-V e2-128,-4471.62,-592.406,16180.4,Boerth IM-V e2-128,
planetaryNebula,CGN II-367,Boerth SJ-Z e307,-5084.41,-316.906,15890.9,Boerth SJ-Z e307,
planetaryNebula,CGN II-368,Boerth TU-O e6-1815,-4610.91,-226.438,16801,Boerth TU-O e6-1815,
planetaryNebula,CGN II-369,Boesky BW-V e2-48,-10101.7,-324.25,16071.6,Boesky BW-V e2-48,
planetaryNebula,CGN II-370,Boesky LI-S e4-221,-9769.06,-315.594,16465.4,Boesky LI-S e4-221,
planetaryNebula,CGN II-371,Boesky PD-B e7368,-10120.3,-229.25,15664.7,Boesky PD-B e7368,
planetaryNebula,CGN II-372,Boesky ZK-X e1-1974,-10022.5,-456.688,15983.5,Boesky ZK-X e1-1974,
planetaryNebula,CGN II-373,Boesky ZK-X e1-2658,-10024.7,-388.469,15900.1,Boesky ZK-X e1-2658,
planetaryNebula,CGN II-374,Boeths AA-Z e626,-3193.41,-625.938,15854.7,Boeths AA-Z e626,
planetaryNebula,CGN II-375,Boeths AB-W e2-328,-3462.72,-53.8438,16060.9,Boeths AB-W e2-328,
planetaryNebula,CGN II-376,Boeths DR-V e2-4435,-3613.09,-485.094,16195.6,Boeths DR-V e2-4435,
planetaryNebula,CGN II-377,Boeths HR-V e2-138,-3077.72,-375.219,16126.5,Boeths HR-V e2-138,
planetaryNebula,CGN II-378,Boeths KT-Q e5-601,-3829.66,-183.906,16590.3,Boeths KT-Q e5-601,
planetaryNebula,CGN II-379,Boewnst EG-X e1-1951,-5752.75,-623.688,15907.1,Boewnst EG-X e1-1951,
planetaryNebula,CGN II-380,Boewnst EW-V e2-508,-5739.44,-263.031,16154.1,Boewnst EW-V e2-508,
planetaryNebula,CGN II-381,Boewnst NI-S e4-718,-5556.22,-237.25,16481.9,Boewnst NI-S e4-718,
planetaryNebula,CGN II-382,Boewnst UP-O e6-6992,-6010.03,-479.125,16845.8,Boewnst UP-O e6-6992,
planetaryNebula,CGN II-383,Boewnst WO-Z e665,-5379.91,-161.875,15783.5,Boewnst WO-Z e665,
planetaryNebula,CGN II-384,Brairaae FB-O e6-7755,-2738.62,-955.625,32108.5,Brairaae FB-O e6-7755,
planetaryNebula,CGN II-385,Brairaae PJ-Q e5-154,-3675.41,-463.344,31928,Brairaae PJ-Q e5-154,
planetaryNebula,CGN II-386,Brairaae PT-R e4-1933,-3634.72,-790.625,31827.9,Brairaae PT-R e4-1933,
planetaryNebula,CGN II-387,Brairaae VD-T e3-4017,-2767.38,-1025.97,31607.9,Brairaae VD-T e3-4017,
planetaryNebula,CGN II-388,Braireau CL-X e1-4588,-1897.03,-450.219,31379.5,Braireau CL-X e1-4588,
planetaryNebula,CGN II-389,Binary Nebula,-2183.97,-212.219,31553.2,Braireau CW-V e2-774,
planetaryNebula,CGN II-390,Braireau EB-X e1-2006,-2202.06,-794.812,31292.7,Braireau EB-X e1-2006,
planetaryNebula,CGN II-391,Braireau GB-X e1-7896,-1965.25,-740.844,31386.9,Braireau GB-X e1-7896,
planetaryNebula,CGN II-392,Braireau GH-U e3-719,-1837.44,-183.906,31684.8,Braireau GH-U e3-719,
planetaryNebula,CGN II-393,Braireau GM-V e2-1224,-2254.16,-638.469,31418.6,Braireau GM-V e2-1224,
planetaryNebula,CGN II-394,Braireau IH-V e2-4497,-2247.72,-757.688,31487.1,Braireau IH-V e2-4497,
planetaryNebula,CGN II-395,Braireau LH-V e2-185,-1746.56,-778.812,31529.8,Braireau LH-V e2-185,
planetaryNebula,CGN II-396,Braireau LM-V e2-75,-1457.12,-655.312,31492.8,Braireau LM-V e2-75,
planetaryNebula,CGN II-397,Braireau PD-S e4-1837,-1704.12,-439.938,31851.2,Braireau PD-S e4-1837,
planetaryNebula,CGN II-398,Braireau VU-P e5-5121,-2408.09,-902.844,32032.3,Braireau VU-P e5-5121,
planetaryNebula,CGN II-399,Braireau WJ-Z e2810,-1978.28,-326.281,31182.8,Braireau WJ-Z e2810,
planetaryNebula,CGN II-400,Brairee BQ-Y e587,-1044.69,-914.406,31192.7,Brairee BQ-Y e587,
planetaryNebula,CGN II-401,Brairee JI-S e4-3072,-1177.41,-200.75,31845.5,Brairee JI-S e4-3072,
planetaryNebula,CGN II-402,Forgotten Twins Nebula,-1202.72,-474.562,31739.8,Brairee KD-S e4-2776,
planetaryNebula,CGN II-403,Brairee MN-T e3-1437,-933.156,-729.156,31673.5,Brairee MN-T e3-1437,
planetaryNebula,CGN II-404,Brairee MT-Q e5-857,-879.094,-88.0938,31952.1,Brairee MT-Q e5-857,
planetaryNebula,CGN II-405,Brairee PD-S e4-645,-389.812,-376.375,31740.3,Brairee PD-S e4-645,
planetaryNebula,CGN II-406,Brairee XJ-R e4-1940,-421.062,-1014.75,31760.2,Brairee XJ-R e4-1940,
planetaryNebula,CGN II-407,Brairee YA-O e6-4374,-1197.41,-926.781,32210.3,Brairee YA-O e6-4374,
planetaryNebula,CGN II-408,Brairoa AV-X e1-1675,-4167.19,-115.281,31304.8,Brairoa AV-X e1-1675,
planetaryNebula,CGN II-409,Brairoa BQ-Y e425,-4924.53,-902,31177.2,Brairoa BQ-Y e425,
planetaryNebula,CGN II-410,Brairoa EB-X e1-5891,-4739.12,-668.031,31266.2,Brairoa EB-X e1-5891,
planetaryNebula,CGN II-411,Brairoa EM-V e2-7707,-5179.28,-534.156,31467.7,Brairoa EM-V e2-7707,
planetaryNebula,CGN II-412,Brairoa JL-Y e8183,-3941.12,-999.062,31130.7,Brairoa JL-Y e8183,
planetaryNebula,CGN II-413,Brairoa LG-Y e4580,-3924.69,-1272.31,31238.9,Brairoa LG-Y e4580,
planetaryNebula,CGN II-414,Brairoa SI-T e3-1292,-4144,-868,31615.5,Brairoa SI-T e3-1292,
planetaryNebula,CGN II-415,Brairoa SJ-Q e5-7813,-4532.34,-465.25,31975.4,Brairoa SJ-Q e5-7813,
planetaryNebula,CGN II-416,Brairoa TJ-Q e5-7877,-4273.91,-348.25,31949.9,Brairoa TJ-Q e5-7877,
planetaryNebula,CGN II-417,Brairoa UT-R e4-6917,-4211.31,-730.75,31804,Brairoa UT-R e4-6917,
planetaryNebula,CGN II-418,Brairoa WO-A e6616,-4747.72,-762,30999.2,Brairoa WO-A e6616,
planetaryNebula,CGN II-419,Brairoa XZ-Y e3580,-5021.53,-508.312,31121.5,Brairoa XZ-Y e3580,
planetaryNebula,CGN II-420,Brairoa YU-P e5-6650,-4465.5,-945.531,31991.4,Brairoa YU-P e5-6650,
planetaryNebula,CGN II-421,Brairoa ZJ-Z e13,-3939.91,-255.594,31193.5,Brairoa ZJ-Z e13,
planetaryNebula,CGN II-422,Brairuia DB-W e2-1965,-5532.53,-99.9688,31541.3,Brairuia DB-W e2-1965,
planetaryNebula,CGN II-423,Brairuia FL-X e1-7767,-5298.31,-353.469,31338.7,Brairuia FL-X e1-7767,
planetaryNebula,CGN II-424,Brairuia HG-X e1-2448,-5309.41,-646.312,31410.4,Brairuia HG-X e1-2448,
planetaryNebula,CGN II-425,Brairuia II-S e4-110,-6463.53,-240.812,31837.7,Brairuia II-S e4-110,
planetaryNebula,CGN II-426,Brairuia JH-U e3-4963,-5266.44,-137.312,31697.3,Brairuia JH-U e3-4963,
planetaryNebula,CGN II-427,Brairuia NX-T e3-7902,-5250.34,-419.281,31710,Brairuia NX-T e3-7902,
planetaryNebula,CGN II-428,Brairuia QZ-O e6-297,-6060.44,-25.4062,32091.2,Brairuia QZ-O e6-297,
planetaryNebula,CGN II-429,Brairuia TD-B e1018,-5570.56,-209.25,31056.2,Brairuia TD-B e1018,
planetaryNebula,CGN II-430,Brairuia UZ-P e5-131,-6027.78,-729.688,31952.6,Brairuia UZ-P e5-131,
planetaryNebula,CGN II-431,Brairuia XE-Q e5-1895,-5290.19,-543.469,32035.3,Brairuia XE-Q e5-1895,
planetaryNebula,CGN II-432,Brairuia YU-Y e231,-6337,-687.812,31095.8,Brairuia YU-Y e231,
planetaryNebula,CGN II-433,Braisaa AG-X e1-8296,5114.66,-650,31349.6,Braisaa AG-X e1-8296,
planetaryNebula,CGN II-434,Braisaa FH-U e3-3809,5608.78,-133.938,31721.1,Braisaa FH-U e3-3809,
planetaryNebula,CGN II-435,Braisaa GB-X e1-4759,5827.56,-723.5,31323.3,Braisaa GB-X e1-4759,
planetaryNebula,CGN II-436,Braisaa GN-S e4-4767,5113.44,-164.312,31813.1,Braisaa GN-S e4-4767,
planetaryNebula,CGN II-437,Braisaa HH-V e2-1900,5332.09,-796.969,31563.8,Braisaa HH-V e2-1900,
planetaryNebula,CGN II-438,Braisaa HW-V e2-1207,6185,-318.25,31516.2,Braisaa HW-V e2-1207,
planetaryNebula,CGN II-439,Braisaa LD-S e4-7117,5296.47,-424.844,31738.8,Braisaa LD-S e4-7117,
planetaryNebula,CGN II-440,Braisaa RD-B e8663,5546.88,-228.062,31078.8,Braisaa RD-B e8663,
planetaryNebula,CGN II-441,Smoky Emerald Nebula,6204.12,-783.625,31701.4,Braisaa RN-T e3-3679,
planetaryNebula,CGN II-442,Braisaa SP-O e6-7170,5181.34,-382.469,32214.6,Braisaa SP-O e6-7170,
planetaryNebula,CGN II-443,Braisaa VE-Q e5-5415,5969.19,-617.219,32010.3,Braisaa VE-Q e5-5415,
planetaryNebula,CGN II-444,Braisio AK-A e297,1928.97,-946.344,31024.1,Braisio AK-A e297,
planetaryNebula,CGN II-445,Braisio BA-A e2007,1450.66,-1241.22,30950.2,Braisio BA-A e2007,
planetaryNebula,CGN II-446,Braisio DB-O e6-369,2119.53,-933.219,32155.8,Braisio DB-O e6-369,
planetaryNebula,CGN II-447,Braisio FG-X e1-7585,2065,-612.625,31408.6,Braisio FG-X e1-7585,
planetaryNebula,CGN II-448,Braisio FR-V e2-293,1819.84,-439.906,31479.2,Braisio FR-V e2-293,
planetaryNebula,CGN II-449,Braisio KM-W e1-2851,1602.56,-1266.22,31364.6,Braisio KM-W e1-2851,
planetaryNebula,CGN II-450,Braisio ND-S e4-173,1722.53,-419.969,31809.3,Braisio ND-S e4-173,
planetaryNebula,CGN II-451,Braisio PN-T e3-4730,2028.53,-676.938,31632.8,Braisio PN-T e3-4730,
planetaryNebula,CGN II-452,Braisio QE-Q e5-5506,1374.56,-567.281,32038.5,Braisio QE-Q e5-5506,
planetaryNebula,CGN II-453,Braisio TD-T e3-2293,2123.78,-1127.09,31578,Braisio TD-T e3-2293,
planetaryNebula,CGN II-454,Braisio UO-R e4-4323,1930.66,-855.375,31855.9,Braisio UO-R e4-4323,
planetaryNebula,CGN II-455,Braisio VE-Z e2998,1405.66,-429.125,31108.1,Braisio VE-Z e2998,
planetaryNebula,CGN II-456,Braiso RO-Z e5,27024.2,-79.0938,31208.7,Braiso RO-Z e5,
planetaryNebula,CGN II-457,Braisoe BF-R e4-1127,1198.66,-1187.97,31870.2,Braisoe BF-R e4-1127,
planetaryNebula,CGN II-458,Braisoe CG-O e6-705,978.219,-763.812,32093,Braisoe CG-O e6-705,
planetaryNebula,CGN II-459,Braisoe DA-Z e38,1153.91,-634.219,31098.1,Braisoe DA-Z e38,
planetaryNebula,CGN II-460,Braisoe DK-A e6958,1079.91,-868.094,31080.3,Braisoe DK-A e6958,
planetaryNebula,CGN II-461,Braisoe PS-T e3-10,1107.78,-601.594,31613.2,Braisoe PS-T e3-10,
planetaryNebula,CGN II-462,Braisoe UY-S e3-6436,671.656,-1170.03,31714.1,Braisoe UY-S e3-6436,
planetaryNebula,CGN II-463,Braisoea AP-A e5148,3526.69,-701.031,31003.1,Braisoea AP-A e5148,
planetaryNebula,CGN II-464,Braisoea MI-B e949,2614.97,-65.3438,31012.6,Braisoea MI-B e949,
planetaryNebula,CGN II-465,Braisoea PY-R e4-4421,3045.62,-548.906,31866.9,Braisoea PY-R e4-4421,
planetaryNebula,CGN II-466,Braisoea SP-O E6-1917,2564.22,-443.875,32197.3,Braisoea SP-O E6-1917,
